time,duration,protocol,ipSrc,portSrc,dir,ipDest,portDest,state,tos,TosDest,numPack,totNumByt,srcNumByt,label
2011/08/16 10:01:51.996482,3571.190186,tcp,69.63.181.105,5222,  <?>,147.32.84.134,52238,PA_PA,0,0,1071,150812,85242,flow=To-Background-Jist
2011/08/16 10:01:52.087797,3575.366455,tcp,74.125.232.200,443,  <?>,147.32.84.184,37698,PA_PA,0,0,774,202613,43116,flow=Background-google-analytics9
2011/08/16 10:01:52.096462,0.010495,tcp,147.32.87.252,3226,  <?>,74.125.232.194,80,FA_FA,0,0,3,180,120,flow=Background-google-analytics3
2011/08/16 10:01:52.099747,492.477783,tcp,147.32.86.165,60627,   ->,74.125.232.198,80,FSPA_FSRPA,0,0,35,23943,3708,flow=Background-google-analytics7
2011/08/16 10:01:53.432706,477.271667,tcp,147.32.86.165,60640,   ->,74.125.232.202,80,FSPA_FSRPA,0,0,23,11638,10338,flow=Background-google-analytics11
2011/08/16 10:01:54.345476,2.559966,tcp,66.249.66.10,41674,   ->,147.32.87.36,80,FSPA_FSPA,0,0,16,6475,954,flow=To-Background-CVUT-WebServer
2011/08/16 10:01:55.508783,61.623325,tcp,147.32.84.164,41679,  <?>,74.125.232.200,80,FA_FA,0,0,8,528,264,flow=From-Normal-V47-Grill
2011/08/16 10:01:56.597500,0.000402,udp,147.32.84.170,54215,  <->,147.32.80.9,53,CON,0,0,2,400,74,flow=From-Normal-V47-Stribrek
2011/08/16 10:01:59.104074,108.119583,tcp,147.32.85.23,58630,  <?>,74.125.232.203,80,FPA_FPA,0,0,12,4545,3291,flow=Background-google-analytics12
2011/08/16 10:02:00.049543,3598.799805,tcp,74.125.232.195,443,  <?>,147.32.84.184,35071,PA_PA,0,0,410,75473,25699,flow=Background-google-analytics4
2011/08/16 10:02:02.201355,1685.347534,tcp,74.125.232.207,80,  <?>,147.32.84.118,49719,FPA_FPA,0,0,202,73859,16942,flow=Background-google-analytics16
2011/08/16 10:02:02.959829,341.623871,tcp,147.32.84.68,65312,   ->,74.125.232.192,80,SRPA_FSPA,0,0,10,2725,1732,flow=Background-google-analytics1
2011/08/16 10:02:05.653137,204.432632,tcp,147.32.86.131,41320,  <?>,74.125.232.201,80,FA_FRA,0,0,14,918,462,flow=Background-google-analytics10
2011/08/16 10:02:08.703460,0.167688,udp,147.32.84.165,1025,  <->,147.32.80.9,53,CON,0,0,2,505,78,flow=From-Botnet-V47-UDP-DNS
2011/08/16 10:02:08.872739,500.003357,tcp,147.32.84.165,1039,   ->,195.113.232.73,80,SPA_FSPA,0,0,14,5498,531,flow=From-Botnet-V47-TCP-Established-HTTP-Ad-4
2011/08/16 10:02:09.185119,3588.339844,tcp,74.125.232.216,443,  <?>,147.32.84.170,35416,PA_PA,0,0,608,184714,72327,flow=To-Background-Stribrek
2011/08/16 10:02:10.000702,150.072586,tcp,147.32.86.131,49354,  <?>,74.125.232.205,80,FA_FA,0,0,12,792,396,flow=Background-google-analytics14
2011/08/16 10:02:10.438779,3583.526611,udp,147.32.86.96,56432,  <->,82.208.56.89,123,CON,0,0,226,20340,10170,flow=To-Normal-V47-UDP-NTP-server
2011/08/16 10:02:12.053136,250.106461,tcp,147.32.86.131,42451,   ->,74.125.232.206,443,SRPA_FSPA,0,0,31,4933,1539,flow=Background-google-analytics15
2011/08/16 10:02:24.875564,109.347946,tcp,147.32.85.7,36002,  <?>,74.125.232.204,80,FA_FA,0,0,9,594,330,flow=Background-google-analytics13
2011/08/16 10:02:50.237742,3.008535,tcp,147.32.84.21,58987,   ->,74.125.39.108,,S_,0,,2,148,148,flow=Background-google-pop
2011/08/16 10:02:52.057862,18.899042,tcp,192.168.85.113,49280,   ?>,209.85.149.95,80,FRA_,0,,7,420,420,flow=Background-ajax.google
2011/08/16 10:02:56.472135,0.002083,tcp,147.32.87.249,4631,   ->,147.32.87.11,27001,_FSA,,0,6,364,0,flow=To-Background-MatLab-Server
2011/08/16 10:06:13.415198,3599.956055,arp,147.32.87.11,,  who,147.32.87.1,,CON,,,14,840,420,flow=From-Normal-V47-MatLab-Server
2011/08/16 10:07:12.253948,31.156179,tcp,147.32.84.59,50452,   ->,147.32.192.13,443,FSRPAC_FSPA,0,0,36,17419,2436,flow=Background-www.fel.cvut.cz
2011/08/16 10:09:58.055700,1.896288,tcp,147.32.84.165,1040,   ->,91.212.135.158,5678,FSPA_FSPA,0,0,1417,1255401,32823,flow=From-Botnet-V47-TCP-CC73-Not-Encrypted
2011/08/16 10:10:00.385281,3.000842,tcp,147.32.84.165,1044,   ->,65.55.88.22,25,S_,0,,2,124,124,flow=From-Botnet-V47-TCP-Attempt-SPAM
2011/08/16 10:18:07.235783,0.000373,udp,147.32.87.36,57827,  <->,147.32.80.9,53,CON,0,0,2,210,80,flow=From-Normal-V47-CVUT-WebServer
2011/08/16 10:20:32.448398,4.364099,tcp,147.32.85.7,41820,   ->,207.200.96.138,80,SRPA_SPA,0,0,268,249001,6316,flow=Normal-V47-HTTP-windowsupdate
2011/08/16 10:26:51.686433,60.003040,tcp,147.32.84.165,1123,   ->,195.113.232.90,80,SRPA_SPA,0,0,8,1687,500,flow=From-Botnet-V47-TCP-Established-HTTP-Ad-62
2011/08/16 10:50:25.183793,9.013207,tcp,147.32.84.165,2974,   ->,192.168.88.148,2869,S_,0,,3,186,186,flow=From-Botnet-V47-TCP-Attempt
2011/08/16 11:53:24.272627,0.000000,udp,147.32.84.165,123,   ->,65.55.56.40,123,INT,0,,1,90,90,flow=From-Botnet-V47-UDP-Attempt
