2011/08/19 10:32:28.586847,3599.379150,tcp,74.125.232.196,443,  <?>,147.32.86.135,3554,PA_PA,0,0,933,219911,55869,flow=Background-google-analytics5
2011/08/19 10:32:31.320623,3579.803223,udp,147.32.86.96,45558,  <->,82.208.56.89,123,CON,0,0,226,20340,10170,flow=To-Normal-V53-UDP-NTP-server
2011/08/19 10:32:31.415469,3588.633545,tcp,74.125.232.202,443,  <?>,147.32.84.184,42211,PA_PA,0,0,679,69953,43473,flow=Background-google-analytics11
2011/08/19 10:32:54.627015,0.002672,tcp,147.32.87.249,2150,   ->,147.32.87.11,27001,_FSA,,0,6,364,0,flow=To-Background-MatLab-Server
2011/08/19 10:33:08.557604,126.016830,tcp,147.32.84.123,55416,   ->,74.125.232.198,80,FSPA_FSPA,0,0,16,4778,3384,flow=Background-google-analytics7
2011/08/19 10:36:10.442191,2999.903564,arp,147.32.87.11,,  who,147.32.87.1,,CON,,,12,720,360,flow=From-Normal-V53-MatLab-Server
2011/08/19 10:39:05.686242,217.125519,tcp,147.32.85.8,50390,   ->,74.125.232.201,443,FSPA_FSPA,0,0,21,7209,5583,flow=Background-google-analytics10
2011/08/19 10:42:24.940312,0.000222,udp,147.32.84.165,1025,  <->,147.32.80.9,53,CON,0,0,2,203,64,flow=From-Botnet-V51-1-UDP-DNS
2011/08/19 10:42:27.245200,0.086917,tcp,147.32.84.165,1027,   ->,74.125.232.130,80,SRPA_SPA,0,0,7,882,629,flow=From-Botnet-V51-1-TCP-HTTP-Google-Net-Established-6
2011/08/19 10:42:29.697907,0.277387,tcp,147.32.84.165,1030,   ->,173.194.1.21,80,SRPA_FSPA,0,0,829,786668,19413,flow=From-Botnet-V51-1-TCP-WEB-Established
2011/08/19 10:42:30.296930,2.874323,udp,147.32.84.165,123,   ->,65.55.56.40,123,INT,0,,2,180,180,flow=From-Botnet-V51-1-UDP-Attempt
2011/08/19 10:42:34.547635,0.000000,icmp,147.32.84.165,0x0303,   ->,115.206.29.133,0xb01d,URP,0,,1,117,117,flow=From-Botnet-V51-1-ICMP
2011/08/19 10:43:12.304688,86.479111,tcp,147.32.84.165,1049,   ->,117.21.224.232,82,SRPA_SPA,0,0,9,1491,1124,flow=From-Botnet-V51-1-TCP-Established
2011/08/19 10:43:13.114839,15.001229,tcp,147.32.86.194,1052,   ->,147.32.192.13,80,FSPA_FSPA,0,0,11,1557,691,flow=Background-www.fel.cvut.cz
2011/08/19 10:43:30.032402,68.750793,tcp,147.32.84.165,1111,   ->,195.113.232.81,80,SRPA_SPA,0,0,3281,3255601,70740,flow=From-Botnet-V51-1-TCP-Established-HTTP-Ad-48
2011/08/19 10:44:22.855075,0.701695,udp,147.32.84.165,1137,   ->,221.123.176.126,53,INT,0,,6,360,360,flow=From-Botnet-V51-1-UDP-Attempt-DNS
2011/08/19 10:44:27.061517,0.409070,udp,147.32.84.165,1140,  <->,221.123.176.75,9567,CON,0,0,2,484,198,flow=From-Botnet-V51-1-UDP-Established
2011/08/19 10:45:44.019265,0.000458,udp,147.32.87.36,35792,  <->,147.32.80.9,53,CON,0,0,2,362,86,flow=From-Normal-V53-CVUT-WebServer
2011/08/19 10:45:56.248251,9.002484,tcp,147.32.84.165,1162,   ->,221.123.176.120,555,S_,0,,3,186,186,flow=From-Botnet-V51-1-TCP-Attempt
2011/08/19 10:46:31.897734,0.168664,udp,95.65.17.47,61691,  <->,147.32.84.165,32234,CON,0,0,2,485,145,flow=From-Botnet-V51-1-UDP-CC108-Established-P2P-Not-Encrypted-1
2011/08/19 10:47:11.404349,0.000271,udp,147.32.84.191,1025,  <->,147.32.80.9,53,CON,0,0,2,203,64,flow=From-Botnet-V51-2-UDP-DNS
2011/08/19 10:47:13.657196,0.083961,tcp,147.32.84.191,1027,   ->,74.125.232.139,80,SRPA_SPA,0,0,7,882,629,flow=From-Botnet-V51-2-TCP-HTTP-Google-Net-Established-6
2011/08/19 10:47:16.130204,0.275793,tcp,147.32.84.191,1030,   ->,173.194.1.21,80,SRPA_FSPA,0,0,789,784268,17013,flow=From-Botnet-V51-2-TCP-WEB-Established
2011/08/19 10:47:16.891826,3.005732,udp,147.32.84.191,123,   ->,65.55.56.40,123,INT,0,,2,180,180,flow=From-Botnet-V51-2-UDP-Attempt
2011/08/19 10:47:56.104230,3.609282,tcp,147.32.84.191,1051,   ->,119.42.233.242,80,FSA_FPA,0,0,7,915,182,flow=From-Botnet-V51-2-TCP-Attempt
2011/08/19 10:47:56.749244,40.655739,tcp,147.32.84.191,1052,   ->,117.21.224.232,82,SPA_SRPA,0,0,8,1050,623,flow=From-Botnet-V51-2-TCP-Established
2011/08/19 10:48:49.033727,0.701791,udp,147.32.84.191,1151,   ->,221.123.176.126,53,INT,0,,6,360,360,flow=From-Botnet-V51-2-UDP-Attempt-DNS
2011/08/19 10:48:50.744935,3061.328613,udp,147.32.84.191,1157,  <->,221.123.176.74,10986,CON,0,0,20,2111,1922,flow=From-Botnet-V51-2-UDP-Established
2011/08/19 10:49:45.093730,0.000312,udp,147.32.84.192,1025,  <->,147.32.80.9,53,CON,0,0,2,203,64,flow=From-Botnet-V51-3-UDP-DNS
2011/08/19 10:49:47.445070,0.074734,tcp,147.32.84.192,1027,   ->,74.125.232.130,80,SRPA_SPA,0,0,7,882,629,flow=From-Botnet-V51-3-TCP-HTTP-Google-Net-Established-6
2011/08/19 10:49:49.830697,0.650014,tcp,147.32.84.192,1030,   ->,173.194.1.29,80,SRPA_FSPA,0,0,824,786368,19113,flow=From-Botnet-V51-3-TCP-WEB-Established
2011/08/19 10:49:50.060565,3.004319,udp,147.32.84.192,123,   ->,65.55.56.40,123,INT,0,,2,180,180,flow=From-Botnet-V51-3-UDP-Attempt
2011/08/19 10:50:57.499718,8.930540,tcp,147.32.84.192,1052,   ->,122.225.108.250,82,S_,0,,3,186,186,flow=From-Botnet-V51-3-TCP-Attempt
2011/08/19 10:51:18.450019,39.789276,tcp,147.32.84.192,1103,   ->,117.21.224.232,82,SPA_SRPA,0,0,8,1050,623,flow=From-Botnet-V51-3-TCP-Established
2011/08/19 10:51:24.996843,83.625679,tcp,147.32.84.192,1122,   ->,195.113.232.90,80,SRPA_SPA,0,0,3343,3259291,74160,flow=From-Botnet-V51-3-TCP-Established-HTTP-Ad-62
2011/08/19 10:52:27.759371,0.701999,udp,147.32.84.192,1135,   ->,221.123.176.126,53,INT,0,,6,360,360,flow=From-Botnet-V51-3-UDP-Attempt-DNS
2011/08/19 10:52:29.315152,3062.292480,udp,147.32.84.192,1140,  <->,221.123.176.74,10986,CON,0,0,22,2237,1922,flow=From-Botnet-V51-3-UDP-Established
2011/08/19 10:54:06.021354,0.166308,udp,69.104.66.134,59705,  <->,147.32.84.192,31037,CON,0,0,2,485,145,flow=From-Botnet-V51-3-UDP-CC108-Established-P2P-Not-Encrypted-1
2011/08/19 10:54:11.528606,210.277252,tcp,147.32.85.8,50899,   ->,74.125.232.194,443,FSPA_FSPA,0,0,22,8367,6296,flow=Background-google-analytics3
2011/08/19 10:55:13.494895,124.728355,tcp,147.32.85.20,46527,   ->,74.125.232.197,443,FSPA_FSPA,0,0,22,7613,6144,flow=Background-google-analytics6
2011/08/19 10:55:43.147764,123.047112,tcp,147.32.84.123,52394,   ->,209.85.149.95,80,FSPA_FSPA,0,0,54,36612,2470,flow=Background-ajax.google
2011/08/19 10:55:43.549145,123.027901,tcp,147.32.84.123,33180,   ->,74.125.232.193,443,FSPA_FSPA,0,0,60,30473,4207,flow=Background-google-analytics2
2011/08/19 11:05:55.601372,60.021496,tcp,147.32.84.191,1181,   ->,195.113.232.90,80,SRPA_SPA,0,0,8,1687,500,flow=From-Botnet-V51-2-TCP-Established-HTTP-Ad-62
2011/08/19 11:07:01.587340,123.094543,tcp,147.32.84.123,35507,   ->,74.125.232.195,80,FSPA_FSPA,0,0,10,1713,1065,flow=Background-google-analytics4
2011/08/19 11:07:03.058921,123.136887,tcp,147.32.84.123,52376,   ->,74.125.232.203,80,FSPA_FSPA,0,0,10,2038,1241,flow=Background-google-analytics12
2011/08/19 11:08:07.460846,0.197886,udp,93.103.254.175,37498,  <->,147.32.84.191,29676,CON,0,0,2,503,148,flow=From-Botnet-V51-2-UDP-CC108-Established-P2P-Not-Encrypted-1
2011/08/19 11:22:35.019378,90.050331,tcp,147.32.84.165,1165,   ->,195.113.232.90,80,SRPA_SPA,0,0,11,3070,818,flow=From-Botnet-V51-1-TCP-Established-HTTP-Ad-62
2011/08/19 11:38:38.996506,163.843094,tcp,147.32.85.8,54498,   ->,74.125.232.192,443,FSPA_FSPA,0,0,26,10074,8172,flow=Background-google-analytics1
2011/08/19 11:41:42.347856,116.495277,tcp,147.32.85.8,35627,   ->,74.125.232.200,443,FSPA_FSPA,0,0,21,7123,5720,flow=Background-google-analytics9
